"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"DESCRIPTION1","説明文1","Description 1","description1","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
"DESCRIPTION2","説明文2","Description 2","description2","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
"DISPLAY_URL","表示URL","Display URL","displayURL","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
"SEARCHKEYWORD_ID","サーチキーワードID","Search Keyword ID","searchKeywordID","LONG","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","","",""
"SEARCHKEYWORD","サーチキーワード","Search Keyword","searchKeyword","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","","",""
"CONVERSION_CATEGORY","コンバージョン測定の目的","Objective of Conversion Tracking","objectiveOfConversionTracking","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CLICK, CLICK_RATE, CLICK_RATE_PREV, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, IMPS_PREV, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, TOTAL_VIEWABLE_IMPS, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Segment","未設定,その他,主要なページの閲覧,購入/販売,お申し込み,販売促進","N/A,Other,Page Access,Purchase / Sales,Application,Sales promotion",""
"CARRIER","キャリア","Carrier","carrier","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","docomo,KDDI,SoftBank,Y!mobile,その他","docomo,KDDI,SoftBank,Y!mobile,Other",""
"AD_LAYOUT","レイアウト","Layout","adLayout","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","--,スクエアバナー（トップ）,ワイドバナー（トップ）,ワイドバナー（ミドル）","--,Square Banner (Top),Wide Banner (Top),Wide Banner (Middle)",""
"IMAGE_OPTION","画像自動付与","Dynamic Image Extensions","imageOption","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","オフ,オン,--","Off,On,--",""
"CAMPAIGN_LABEL_IDS_JSON","キャンペーンラベルIDリスト（JSON）","Campaign label IDs (JSON)","campaignLabelIDs(JSON)","LIST<LONG>",,"Attribute","","",""
"CAMPAIGN_LABELS","キャンペーンラベルリスト","Campaign labels","campaignLabels","LIST<STRING>",,"Attribute","","",""
"CAMPAIGN_LABELS_JSON","キャンペーンラベルリスト（JSON）","Campaign labels (JSON)","campaignLabels(JSON)","LIST<STRING>",,"Attribute","","",""
"ADGROUP_LABEL_IDS_JSON","広告グループラベルIDリスト（JSON）","Ad group label IDs (JSON)","adGroupLabelIDs(JSON)","LIST<LONG>","[IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"ADGROUP_LABELS","広告グループラベルリスト","Ad group labels","adGroupLabels","LIST<STRING>","[IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"ADGROUP_LABELS_JSON","広告グループラベルリスト（JSON）","Ad group labels (JSON)","adGroupLabels(JSON)","LIST<STRING>","[IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"AD_LABEL_IDS_JSON","広告ラベルIDリスト（JSON）","Ad label IDs (JSON)","adLabelIDs(JSON)","LIST<LONG>","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
"AD_LABELS","広告ラベルリスト","Ad labels","adLabels","LIST<STRING>","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
"AD_LABELS_JSON","広告ラベルリスト（JSON）","Ad labels (JSON)","adLabels(JSON)","LIST<STRING>","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","","",""
